TR01,TR02,TR03,TR04,TR05,TR06,TR07,TR08,TR09,TR10,TR11,TR12,TR13,TR14,TR15,TR16,TR17,TR18,TR19,TR20,TR21,TR22,TR23,TR24,TR25,TR26,TR27,TR28,TR29,TR30
-0.07626354,-0.10557912,-0.1364447,-0.16670148,-0.19387798,-0.21552804,-0.22962958,-0.23489457,-0.23088285,-0.21793364,-0.1970557,-0.16982387,-0.13821799,-0.10434788,-0.07016883,-0.03727139,-0.006789199,0.020562768,0.04432488,0.06411186,0.07960675,0.090711474,0.09762037,0.100734755,0.10057298,0.09772209,0.09275732,0.08615567,0.078339696,0.06983267
-0.0689792,-0.08829195,-0.10683449,-0.12316587,-0.1359234,-0.14391795,-0.14608136,-0.14164789,-0.13063954,-0.11411997,-0.094042145,-0.072836295,-0.052922964,-0.036373112,-0.024795247,-0.019170335,-0.01954178,-0.024972193,-0.03386888,-0.044278603,-0.05416521,-0.06176229,-0.0657386,-0.06523547,-0.059973307,-0.050295386,-0.03711614,-0.02182254,-0.005997201,0.009029872
-0.098540634,-0.1300039,-0.16238073,-0.19317833,-0.219843,-0.23997572,-0.25170594,-0.2540408,-0.24695083,-0.23125727,-0.20845123,-0.18053965,-0.14987008,-0.118861005,-0.08963182,-0.06365058,-0.041569512,-0.023331266,-0.008400674,0.003996267,0.014632748,0.024113184,0.032853913,0.04113118,0.04908101,0.056656063,0.0635554,0.06923551,0.07315395,0.07504286
0.06788312,0.07748,0.08837517,0.10037778,0.11284403,0.1247989,0.1351933,0.14315404,0.1481051,0.14967065,0.14749266,0.14127499,0.13102522,0.117179826,0.10049388,0.081838466,0.06211299,0.04222146,0.022974761,0.005000438,-0.011246085,-0.025441175,-0.037357856,-0.046885088,-0.054085594,-0.059130017,-0.062126074,-0.063041344,-0.06175205,-0.058226548
-0.124893494,-0.1648015,-0.2054929,-0.24415289,-0.27783087,-0.30367625,-0.31926095,-0.32292154,-0.31401637,-0.29309154,-0.2619395,-0.22336955,-0.18072915,-0.13744433,-0.09661142,-0.06057376,-0.030574368,-0.00662308,0.012216014,0.027177714,0.039278563,0.049266234,0.057775166,0.065328784,0.07226868,0.0787507,0.08468632,0.08967526,0.09315588,0.094714686
0.003319806,0.002567883,0.002381736,0.002790407,0.003499549,0.004103588,0.004467321,0.004824547,0.005456855,0.006403267,0.007421786,0.008094738,0.008078165,0.007350202,0.006160193,0.004694614,0.002951202,0.000985449,-0.000993823,-0.002823254,-0.004394407,-0.005497729,-0.00597145,-0.005951766,-0.005723556,-0.005399844,-0.004908197,-0.004175427,-0.003212562,-0.002072033
0.1835626,0.2389748,0.2996017,0.3621648,0.42251468,0.4760568,0.51816225,0.54458064,0.5518868,0.5378811,0.50189775,0.4450668,0.37037238,0.28243786,0.18705693,0.090393856,-0.001996181,-0.08588087,-0.15852527,-0.21854573,-0.26573375,-0.30079266,-0.32484907,-0.33894134,-0.34375238,-0.33985293,-0.32815373,-0.30994105,-0.286534,-0.25915626
-0.03539984,-0.052593198,-0.070761815,-0.088766135,-0.105232954,-0.118618876,-0.1274211,-0.13054128,-0.12762564,-0.119118355,-0.10602188,-0.089702055,-0.07177162,-0.05379916,-0.03696086,-0.02195098,-0.009020431,0.001956723,0.011292262,0.019235713,0.025878986,0.03127009,0.035541132,0.038850818,0.041226756,0.0425607,0.042817675,0.04220097,0.041048363,0.039581873
-0.026050944,-0.03681698,-0.04797176,-0.05894499,-0.06889106,-0.076737545,-0.081503116,-0.08250959,-0.0795081,-0.07278691,-0.0631718,-0.051889807,-0.04030463,-0.029688733,-0.02120774,-0.015846096,-0.014082847,-0.015589209,-0.019280445,-0.02375216,-0.027764633,-0.030427396,-0.03109881,-0.029320706,-0.024975399,-0.018443787,-0.010500506,-0.002038263,0.00611762,0.013299293
0.17245984,0.22425927,0.2811109,0.3398819,0.39672503,0.4474113,0.48771584,0.51388705,0.523098,0.51363266,0.4849274,0.43777293,0.374587,0.2993235,0.21688846,0.1323744,0.0503932,-0.025354467,-0.09227405,-0.14893258,-0.19496924,-0.23076366,-0.25699455,-0.27431878,-0.2832786,-0.28437066,-0.27813756,-0.2652605,-0.24670781,-0.22386943
0.001424865,0.005903829,0.012698641,0.021788763,0.03285839,0.045254,0.05804102,0.07009754,0.08028638,0.087615214,0.09121699,0.09023866,0.08393217,0.071930446,0.05437422,0.031854738,0.005404848,-0.023516012,-0.053165626,-0.081717804,-0.107404046,-0.12859464,-0.14383754,-0.15201236,-0.15267953,-0.14628851,-0.1339847,-0.117261596,-0.09776125,-0.07713621
0.027121881,0.033692017,0.04105881,0.048783425,0.056327898,0.06315115,0.06883502,0.0730507,0.07537431,0.07530925,0.072531536,0.06702793,0.05907435,0.04913423,0.03774484,0.025496013,0.013038425,0.001002033,-0.010168007,-0.020255543,-0.029120088,-0.036551286,-0.042236295,-0.04582159,-0.04707366,-0.046053063,-0.043186396,-0.03915861,-0.034619126,-0.029930286
0.045439415,0.05861002,0.07228562,0.08549978,0.09705291,0.105761625,0.110679895,0.111158356,0.10693335,0.09822067,0.0856558,0.070151046,0.05276353,0.034555424,0.016474782,-0.000662541,-0.016113825,-0.029236931,-0.039670013,-0.04747191,-0.053041827,-0.056854106,-0.059224285,-0.06027245,-0.060000036,-0.058328345,-0.055185493,-0.05068324,-0.045202762,-0.039264094
0.27180836,0.33351967,0.39459866,0.4502804,0.49545014,0.5252168,0.53549606,0.5235623,0.48861372,0.43213353,0.3577829,0.2708793,0.17767581,0.08453595,-0.002946881,-0.08066221,-0.14624415,-0.19890174,-0.23905739,-0.26795465,-0.28722593,-0.29841572,-0.30268204,-0.30085078,-0.2936167,-0.28161198,-0.2654858,-0.24601656,-0.22407916,-0.20060445
0.1516328,0.19085649,0.23177306,0.2714875,0.3068128,0.33464754,0.35221782,0.35722607,0.34815672,0.32464367,0.28760237,0.23916316,0.18248129,0.1213935,0.059943944,0.001815792,-0.050175782,-0.09431837,-0.12997515,-0.1574054,-0.17746872,-0.19123955,-0.1996453,-0.20334351,-0.20281823,-0.19841348,-0.19038251,-0.1790626,-0.16494606,-0.14866693
0.015820984,0.016968697,0.017435761,0.01732813,0.016873593,0.016272105,0.015637346,0.015022803,0.01437991,0.013559519,0.012455252,0.011040668,0.009244334,0.006955817,0.004216943,0.001267242,-0.001719533,-0.004816489,-0.008083163,-0.011217165,-0.013692139,-0.015238229,-0.016032353,-0.016475214,-0.016883684,-0.017327933,-0.017666787,-0.017682709,-0.017171055,-0.015979405
-0.010430937,-0.013789688,-0.017443422,-0.02090391,-0.02382315,-0.026093576,-0.027645892,-0.028332844,-0.028054152,-0.02688646,-0.025155187,-0.023346556,-0.02180396,-0.020578895,-0.019570874,-0.01865943,-0.017702192,-0.016494919,-0.014880607,-0.012964303,-0.011063347,-0.009376714,-0.007793161,-0.006035436,-0.0039515,-0.001609869,0.00090462,0.003603616,0.006446817,0.009258301
0.004588058,0.01223995,0.020805782,0.029920457,0.0388025,0.046370853,0.051605757,0.053680547,0.05202953,0.046612002,0.038034428,0.02726842,0.015335237,0.003181887,-0.008506072,-0.019433562,-0.029371424,-0.03780618,-0.04416736,-0.048155818,-0.049720738,-0.0490267,-0.046475258,-0.04259042,-0.037869904,-0.032711346,-0.027382692,-0.022028606,-0.01672453,-0.011578791
-0.051944487,-0.060316514,-0.06731611,-0.073243976,-0.07862595,-0.08356684,-0.0876086,-0.090092435,-0.090405,-0.08804762,-0.082802676,-0.074837565,-0.064606324,-0.052849945,-0.040660433,-0.029069262,-0.018552603,-0.009248262,-0.001414171,0.004665286,0.008992322,0.011875913,0.013860927,0.015677385,0.017906664,0.020523295,0.022994585,0.02483059,0.025817374,0.02594019
0.002965072,-0.000409964,-0.004244086,-0.008562486,-0.013626457,-0.019105628,-0.023866085,-0.026578542,-0.02656873,-0.024146758,-0.0200058,-0.01471037,-0.008984122,-0.003749677,0.000447886,0.0037031,0.006271922,0.00809064,0.009113352,0.009793517,0.010703878,0.011929891,0.01320462,0.014419753,0.015702879,0.017032336,0.018012535,0.0181797,0.017410928,0.01589985
0.016244328,0.022772046,0.030535325,0.03884401,0.046510138,0.052191384,0.05483752,0.05400407,0.049778927,0.04245974,0.032579366,0.021219753,0.009800066,-0.000611026,-0.009602524,-0.017189749,-0.023417518,-0.028144965,-0.03123336,-0.032826953,-0.033253297,-0.032695185,-0.03114346,-0.02855509,-0.024942897,-0.020550186,-0.015918804,-0.011635229,-0.008080467,-0.005351894
-0.10064737,-0.13961056,-0.17999282,-0.21877854,-0.2526906,-0.27860337,-0.2939301,-0.2969772,-0.28712282,-0.26487237,-0.23183677,-0.19058594,-0.14434883,-0.09662426,-0.050691027,-0.009124026,0.026514502,0.05566552,0.07851954,0.095714755,0.108078524,0.11637447,0.12111976,0.12259392,0.12096012,0.116385445,0.109180145,0.09988539,0.08925218,0.07815138
-0.020555895,-0.040247947,-0.061026935,-0.08147115,-0.1001396,-0.115609184,-0.12652627,-0.13166589,-0.13005532,-0.12131351,-0.10600877,-0.08561357,-0.06208266,-0.037374206,-0.013197333,0.009052957,0.028432447,0.044550706,0.057393353,0.06707276,0.07373903,0.07750895,0.07841481,0.07651744,0.07208218,0.06564889,0.057913117,0.049532156,0.041095886,0.033186097
0.18011555,0.23155218,0.28572786,0.33923712,0.3880468,0.42794964,0.45504346,0.4661997,0.45951474,0.4346101,0.39273036,0.33667916,0.27057046,0.19934937,0.12814972,0.06155542,0.002892604,-0.046177886,-0.08559312,-0.11647745,-0.14055915,-0.15953125,-0.17455056,-0.18614101,-0.19439752,-0.1991073,-0.1998702,-0.19639738,-0.18882105,-0.17789617
0.29019,0.3663505,0.4464637,0.5257468,0.5986064,0.65909845,0.7015378,0.7211226,0.7144455,0.6799047,0.6180707,0.5319449,0.4269204,0.31021056,0.1897134,0.072792284,-0.034655232,-0.12871283,-0.20750313,-0.2708271,-0.3195748,-0.3551005,-0.37872532,-0.3916053,-0.39481735,-0.38935703,-0.37616986,-0.35632426,-0.33116302,-0.30240676
0.15008563,0.19063264,0.2326095,0.27314404,0.30907497,0.33725944,0.35482526,0.35949904,0.35003403,0.32643905,0.2899499,0.24301693,0.18924342,0.13290566,0.07812229,0.028127836,-0.015145267,-0.051150437,-0.080419436,-0.10406704,-0.12337629,-0.13941859,-0.15274103,-0.16333047,-0.17083752,-0.17481439,-0.17490642,-0.1710317,-0.16345957,-0.15282036
-0.06961811,-0.087681115,-0.10626911,-0.12427035,-0.14065811,-0.15447721,-0.16473223,-0.17032485,-0.17015481,-0.16334036,-0.14942577,-0.1285057,-0.10116805,-0.06830473,-0.031050697,0.009136225,0.050412368,0.090588644,0.12734568,0.15861012,0.1828385,0.19912048,0.20717745,0.20725806,0.2000284,0.18658477,0.1684168,0.14715208,0.1243005,0.1011526
0.2884604,0.36132216,0.43645966,0.50923926,0.5743062,0.62599987,0.65896016,0.6688088,0.652792,0.610264,0.5428506,0.4543707,0.3506033,0.23864977,0.12587583,0.018873705,-0.07732633,-0.15972796,-0.22732784,-0.28060642,-0.32085717,-0.34964278,-0.3684072,-0.37820792,-0.37971,-0.3734297,-0.359982,-0.34021324,-0.3152511,-0.28655317
0.2873205,0.36790434,0.45359242,0.5390539,0.6179947,0.6837371,0.72979295,0.750521,0.74182016,0.7017484,0.6309763,0.53302413,0.41411003,0.28248942,0.1473448,0.01747311,-0.09992749,-0.20009989,-0.28092122,-0.34244525,-0.3861668,-0.4142992,-0.42915335,-0.4327322,-0.4266484,-0.4122193,-0.3905667,-0.3627543,-0.33006305,-0.29425067
