TR01,TR02,TR03,TR04,TR05,TR06,TR07,TR08,TR09,TR10,TR11,TR12,TR13,TR14,TR15,TR16,TR17,TR18,TR19,TR20,TR21,TR22,TR23,TR24,TR25,TR26,TR27,TR28,TR29,TR30
-0.21993625,-0.26532435,-0.31043905,-0.35304222,-0.3909559,-0.42227826,-0.44547588,-0.4593042,-0.46267626,-0.45458394,-0.43415436,-0.40085697,-0.3547535,-0.2966552,-0.228166,-0.151649,-0.07011138,0.013047587,0.09436461,0.17057844,0.23880711,0.29668057,0.34240866,0.37479588,0.39327258,0.39793333,0.3895242,0.3694613,0.33991957,0.3038233
-0.003809184,-0.006974708,-0.009875983,-0.011923367,-0.012610074,-0.011630052,-0.008907746,-0.00457191,0.001097019,0.007697164,0.014670278,0.021301407,0.026804242,0.030417938,0.031535137,0.02987384,0.025628144,0.019502047,0.012557407,0.00593805,0.000638079,-0.00271397,-0.004030207,-0.003658647,-0.002131383,-5.58E-05,0.001946406,0.003380853,0.004003697,0.003858091
-0.06412638,-0.07774838,-0.09089422,-0.102969095,-0.11374155,-0.123236574,-0.13155247,-0.13872682,-0.14458346,-0.14859457,-0.14992148,-0.1475904,-0.14072746,-0.12880746,-0.11179825,-0.09012088,-0.06449595,-0.035842396,-0.005270633,0.02593997,0.0563673,0.08444191,0.10853034,0.1271923,0.1394793,0.1450397,0.14408949,0.1373891,0.12619533,0.112084135
-0.019128907,-0.021419438,-0.023257412,-0.024381539,-0.02456221,-0.023589766,-0.021241013,-0.01732694,-0.011830872,-0.005008501,0.00267296,0.010651453,0.018296633,0.024937524,0.029995577,0.033114314,0.034197047,0.03337629,0.03099318,0.027538292,0.023510983,0.019347403,0.015430012,0.012043969,0.009324971,0.007277055,0.005823548,0.004871327,0.004334079,0.004090484
-0.036632963,-0.051810537,-0.06774052,-0.083580166,-0.0987652,-0.1130169,-0.12622273,-0.13830242,-0.14908116,-0.15818204,-0.16488382,-0.16810976,-0.16674545,-0.1600314,-0.1476828,-0.12980334,-0.10685187,-0.07970378,-0.04967978,-0.018450163,0.012181345,0.04052398,0.065138586,0.084866226,0.09895375,0.107291974,0.11039659,0.10910575,0.104393914,0.09734153
-0.079482175,-0.10588922,-0.13343579,-0.1604794,-0.1855309,-0.2074603,-0.22554608,-0.23938611,-0.24871409,-0.2532177,-0.25243637,-0.24573903,-0.23244585,-0.21211676,-0.18484199,-0.15131561,-0.11269233,-0.070444345,-0.026293945,0.017819589,0.059800576,0.09759111,0.12948002,0.15434608,0.17169067,0.18149796,0.18409157,0.18014042,0.17077024,0.15754405
0.12158659,0.1372853,0.15098989,0.16202618,0.17002633,0.17485525,0.17631462,0.17384724,0.16652949,0.15336962,0.13372989,0.10760419,0.075689286,0.03937647,0.000663967,-0.038140293,-0.07483628,-0.107557476,-0.13488577,-0.15606253,-0.17102213,-0.18010233,-0.18367964,-0.18203057,-0.17537656,-0.16394317,-0.14808744,-0.1285645,-0.10666267,-0.083995804
0.06338369,0.068143345,0.07166615,0.07381124,0.07435763,0.073092,0.0699329,0.06492072,0.058044568,0.04906771,0.037559614,0.023106568,0.005552515,-0.014794945,-0.037002645,-0.059534226,-0.08051444,-0.09807562,-0.11075019,-0.117868274,-0.119651094,-0.11690023,-0.11059889,-0.10165558,-0.090770856,-0.07835922,-0.0646559,-0.05003641,-0.0351657,-0.020833455
-0.08626257,-0.10255457,-0.11931964,-0.13570744,-0.15083048,-0.16377021,-0.17361103,-0.17949358,-0.180646,-0.17638631,-0.16614874,-0.14961654,-0.12686966,-0.0984189,-0.06524401,-0.02888714,0.008610566,0.044999745,0.07814054,0.10623888,0.12804525,0.14300942,0.15129188,0.15361549,0.151032,0.14463234,0.13532187,0.1238365,0.11090694,0.097330905
-0.12915756,-0.15643686,-0.18407528,-0.21103998,-0.23643667,-0.2593557,-0.27877668,-0.29352862,-0.30224457,-0.3034626,-0.29590124,-0.2786845,-0.25145885,-0.21449445,-0.16882853,-0.11630033,-0.059411075,-0.001041506,0.055879712,0.108602546,0.15472609,0.19240193,0.22046773,0.23844922,0.246517,0.24542797,0.23643944,0.22122158,0.20171009,0.17989568
0.18760145,0.2199752,0.2519006,0.28228202,0.3101141,0.33449084,0.35453317,0.3692893,0.37768435,0.37853646,0.37058645,0.35259295,0.32352272,0.28283164,0.23079285,0.16873458,0.099059515,0.025037186,-0.049520295,-0.12066251,-0.18476069,-0.23891312,-0.28118998,-0.31066865,-0.32731995,-0.33182183,-0.32538185,-0.30963135,-0.28663552,-0.25885847
0.08839967,0.098142356,0.10618828,0.112483494,0.1171321,0.12021535,0.121679686,0.121327706,0.11878075,0.11346788,0.10476404,0.092157446,0.07534751,0.054363765,0.029661525,0.002144461,-0.026893787,-0.055854134,-0.082975976,-0.10659423,-0.12541941,-0.1386753,-0.1460934,-0.14779563,-0.14413698,-0.13563539,-0.12302447,-0.10731933,-0.08981032,-0.07190551
-0.05526786,-0.06846048,-0.08178022,-0.09454421,-0.106056154,-0.11563044,-0.12264302,-0.12655315,-0.12690702,-0.1234053,-0.11596967,-0.10471354,-0.08989837,-0.071951546,-0.051526442,-0.029552944,-0.007209135,0.014252542,0.033757385,0.050570972,0.06435438,0.07511987,0.08303852,0.08823445,0.09079322,0.0908764,0.088730626,0.084619045,0.07881838,0.07169703
0.04225249,0.050859347,0.059415624,0.06743768,0.074426465,0.08006124,0.08422798,0.08688609,0.08797136,0.08734121,0.08472077,0.079737864,0.0720592,0.06149905,0.048099108,0.03217937,0.014333928,-0.004543735,-0.023226546,-0.04035813,-0.05490651,-0.06638772,-0.07468404,-0.07983747,-0.08196546,-0.08122626,-0.077891044,-0.07243275,-0.06548285,-0.057682548
0.019089514,0.021894898,0.025042698,0.028445339,0.031854678,0.035055585,0.037949838,0.040458493,0.04241818,0.043609362,0.04382143,0.04285848,0.040535536,0.03673124,0.031462524,0.024887875,0.01724512,0.008861415,0.000203022,-0.008201134,-0.015906015,-0.02266074,-0.02840909,-0.03313112,-0.036695633,-0.038912777,-0.039675318,-0.03899288,-0.036937907,-0.03368155
0.018720184,0.021476226,0.024026008,0.026206432,0.02796505,0.029402148,0.030627215,0.031624425,0.032266222,0.032367025,0.031665426,0.029819028,0.026518527,0.021654129,0.015398301,0.008113189,0.000162425,-0.008119669,-0.016340751,-0.024131628,-0.03127637,-0.037598725,-0.042754635,-0.046221748,-0.047464013,-0.04614974,-0.042328656,-0.036444295,-0.029190477,-0.021346603
0.104557626,0.12531094,0.14532562,0.16322632,0.17750764,0.18654571,0.18877271,0.18298204,0.16863853,0.14608486,0.11655689,0.08199175,0.044697672,0.00696592,-0.029192356,-0.062125586,-0.09063201,-0.1141174,-0.13259773,-0.1464739,-0.15624012,-0.16229467,-0.16491228,-0.16431561,-0.16070959,-0.15424788,-0.14500554,-0.13307153,-0.118722096,-0.10248914
0.038524102,0.04573548,0.051377933,0.054780602,0.05538874,0.052694377,0.04621855,0.035623137,0.020962393,0.002880087,-0.01739929,-0.03821038,-0.057662796,-0.07393568,-0.08556588,-0.0916136,-0.091743745,-0.086324506,-0.07644625,-0.06371855,-0.0498968,-0.03649046,-0.024541223,-0.014651422,-0.007098721,-0.001900084,0.001172359,0.00260235,0.0030379,0.003080297
0.12076146,0.14373195,0.16639227,0.18744613,0.20535904,0.21844174,0.22506161,0.22392654,0.21437182,0.19647397,0.17089938,0.13871075,0.10124881,0.06007557,0.016972153,-0.026116211,-0.0672719,-0.104844905,-0.13768142,-0.16520353,-0.18721665,-0.20362653,-0.21433118,-0.21928154,-0.2185622,-0.21234785,-0.20087902,-0.1846652,-0.1646707,-0.14219153
0.110549234,0.12819715,0.14472929,0.15906999,0.17023057,0.17731155,0.17939045,0.17552869,0.16505,0.14786173,0.12454111,0.09622421,0.06439998,0.030670127,-0.003394789,-0.03626366,-0.066537574,-0.09326161,-0.11614248,-0.13537782,-0.15133011,-0.16424824,-0.17404908,-0.18026464,-0.18223862,-0.17945796,-0.17176509,-0.15938638,-0.14294532,-0.12349745
-0.024074478,-0.023331217,-0.022932053,-0.023012925,-0.023717908,-0.025309766,-0.028078837,-0.032089267,-0.037040334,-0.042329703,-0.047114246,-0.05025975,-0.050419517,-0.046406657,-0.037590906,-0.024077857,-0.006737609,0.012854449,0.03263027,0.050422937,0.0644238,0.07351597,0.077322505,0.076012045,0.07013208,0.060611755,0.048742298,0.035993114,0.02378227,0.013274309
-0.107781336,-0.13017629,-0.15304749,-0.17578734,-0.19797058,-0.21929625,-0.23942938,-0.2577981,-0.27342308,-0.28484488,-0.29017296,-0.2873191,-0.27441883,-0.25031254,-0.21490027,-0.16925572,-0.11546886,-0.05636403,0.004736921,0.06431117,0.119067065,0.16632296,0.20415923,0.23137896,0.24744257,0.25246987,0.24729067,0.2334446,0.21305946,0.18865629
0.077224724,0.09157577,0.10595225,0.11922023,0.13022995,0.13792886,0.14152399,0.14050564,0.13460493,0.12379865,0.10822993,0.08817399,0.06420615,0.03730666,0.008800837,-0.019793756,-0.04706981,-0.07206423,-0.09429453,-0.11352153,-0.12954777,-0.14217424,-0.15123929,-0.15663989,-0.15827271,-0.15602039,-0.14990138,-0.14024018,-0.12764186,-0.11286079
0.13395296,0.1540339,0.17295639,0.1897613,0.20331228,0.21227556,0.21540259,0.21172895,0.2005583,0.18152449,0.15479964,0.12127299,0.08245796,0.04014535,-0.003829431,-0.04755814,-0.08910663,-0.12681727,-0.15957476,-0.18677223,-0.20807074,-0.22323173,-0.23212917,-0.23476851,-0.23120718,-0.2215878,-0.2063778,-0.1865696,-0.16361494,-0.13910314
0.10178468,0.119009785,0.1356978,0.15126248,0.16516912,0.17696859,0.18619917,0.19227813,0.19449572,0.19202158,0.1839714,0.16967715,0.14895777,0.12216378,0.090178885,0.054528352,0.017320601,-0.019156972,-0.052915283,-0.08247843,-0.10692046,-0.12585117,-0.1392812,-0.14741825,-0.15055917,-0.149129,-0.14373301,-0.13514492,-0.12423386,-0.11187814
0.061778776,0.07366084,0.0847556,0.094364375,0.10183277,0.106618404,0.10828025,0.106437765,0.10078723,0.091217674,0.07792509,0.061369527,0.04215021,0.021042095,-0.000838406,-0.02209223,-0.041401803,-0.057889927,-0.07121007,-0.081426635,-0.088903606,-0.09415272,-0.09754267,-0.09910612,-0.09861397,-0.095782824,-0.09046201,-0.082771,-0.07314006,-0.062252607
0.02946526,0.037932217,0.046151605,0.053548075,0.05969231,0.06427766,0.067066155,0.06789282,0.06665901,0.063351944,0.058109842,0.05123225,0.043084048,0.034003623,0.024332052,0.014439871,0.004605516,-0.005104801,-0.014737239,-0.024284272,-0.03366221,-0.04266293,-0.050815333,-0.05744873,-0.06198872,-0.06413756,-0.063819505,-0.061122812,-0.05634263,-0.04999695
0.16533545,0.19256192,0.21822882,0.24064718,0.2582762,0.2697635,0.27399826,0.27017677,0.25778148,0.23653626,0.2064693,0.1680759,0.122449145,0.071344756,0.017163768,-0.03724573,-0.08895561,-0.13537419,-0.1746227,-0.20574482,-0.2286068,-0.24353339,-0.25094804,-0.2512764,-0.2450044,-0.23275733,-0.21538964,-0.19406821,-0.17022094,-0.1453856
0.0805672,0.09310909,0.10454215,0.11436036,0.12221025,0.12790388,0.13136877,0.13251524,0.13110976,0.12672603,0.11881667,0.10690552,0.09085954,0.071073465,0.048417475,0.024011312,-0.000979102,-0.025380718,-0.048102137,-0.06831584,-0.08548734,-0.09926383,-0.10938571,-0.115663484,-0.118044175,-0.11669115,-0.11195236,-0.104289755,-0.09429998,-0.0828275
0.1910742,0.22080378,0.24874927,0.273313,0.29318547,0.30738842,0.31511045,0.31548387,0.30752692,0.29036132,0.2635289,0.22721295,0.1822888,0.13025993,0.073193744,0.013693186,-0.04529389,-0.10089502,-0.15074462,-0.19321163,-0.22736421,-0.2527386,-0.26914164,-0.27661166,-0.2754653,-0.26637402,-0.25041977,-0.22910497,-0.2042398,-0.17770123
0.055665314,0.06342075,0.071658045,0.08051474,0.08998791,0.099977285,0.11034979,0.12087957,0.13105991,0.13996589,0.1463403,0.14883551,0.14618292,0.13729775,0.12142233,0.0983939,0.06900063,0.035084948,-0.000793014,-0.03586121,-0.06758397,-0.09402922,-0.11409855,-0.12748992,-0.13439716,-0.1352765,-0.13087839,-0.122268595,-0.110663824,-0.09723572
0.21132253,0.24735484,0.28242433,0.31518283,0.34450185,0.3694959,0.3893101,0.4028596,0.40869087,0.40506014,0.39023387,0.36284825,0.32218516,0.2683899,0.20272939,0.12778673,0.047328927,-0.034140654,-0.111970216,-0.18201084,-0.24113445,-0.28739855,-0.31995878,-0.33892873,-0.34519163,-0.34013,-0.3254162,-0.30292177,-0.27467155,-0.24287018
-0.06720111,-0.08412903,-0.101818234,-0.11976909,-0.13743906,-0.15424146,-0.1696233,-0.1830424,-0.19384944,-0.20118237,-0.20393503,-0.2009031,-0.19106393,-0.17387849,-0.14950036,-0.118809894,-0.08331049,-0.044968266,-0.005981357,0.031517792,0.06575533,0.09544538,0.11969316,0.13783635,0.14940983,0.15426902,0.15274003,0.14565204,0.13424398,0.12001721
0.21305305,0.249109,0.28410476,0.31660908,0.34542516,0.3696124,0.38829702,0.40046787,0.40484098,0.39987385,0.38401616,0.35604838,0.3153336,0.26204756,0.19738579,0.12364522,0.044183344,-0.036796764,-0.114762954,-0.18553719,-0.24583139,-0.29348913,-0.32747856,-0.3477146,-0.35476744,-0.34962532,-0.3336522,-0.30867878,-0.27702615,-0.24138847
0.0362448,0.039078027,0.04094652,0.04175811,0.041575573,0.040423874,0.038270783,0.035079304,0.030748554,0.025135588,0.01822766,0.010282407,0.001784613,-0.006703332,-0.014634966,-0.021579402,-0.027278649,-0.031563558,-0.034359567,-0.03579241,-0.036121804,-0.035541866,-0.034146402,-0.03211844,-0.029781755,-0.027385207,-0.024985189,-0.022538936,-0.019962223,-0.017157083
-0.06846802,-0.095315315,-0.124536656,-0.15477261,-0.18435624,-0.21166465,-0.23536904,-0.2546021,-0.2689407,-0.27807146,-0.2814852,-0.27851906,-0.26852533,-0.2509928,-0.22572254,-0.19305581,-0.1539897,-0.11014541,-0.063548334,-0.016242815,0.029895067,0.07307832,0.11157015,0.14383954,0.16867593,0.18519837,0.19292286,0.19192997,0.18305357,0.16798867
0.09165852,0.106511146,0.120120205,0.13194281,0.1416422,0.14903836,0.15402357,0.15639047,0.15567549,0.15122654,0.1424199,0.12887421,0.11059427,0.08798231,0.061792713,0.03305632,0.002990964,-0.02701866,-0.05544448,-0.08081715,-0.102048814,-0.118612595,-0.13039394,-0.1374221,-0.13979003,-0.13770267,-0.13151394,-0.121800005,-0.10941175,-0.09537828
0.011819232,0.01276373,0.013875422,0.015269839,0.017072061,0.01942659,0.02254832,0.02671066,0.032040436,0.03828059,0.044808097,0.050831,0.055472318,0.057772875,0.0568592,0.052185453,0.043665092,0.03173525,0.017341703,0.001792391,-0.013455439,-0.027013779,-0.037795,-0.045199264,-0.049145035,-0.049935587,-0.048106067,-0.044330534,-0.03927192,-0.03342436
-0.14306457,-0.1807686,-0.21994533,-0.25905997,-0.29641905,-0.3303424,-0.3593762,-0.38235644,-0.3982009,-0.40573105,-0.40374845,-0.39120635,-0.36729234,-0.33150357,-0.28390166,-0.22551352,-0.158516,-0.0859697,-0.011292161,0.062118795,0.13106638,0.19270262,0.24466649,0.28515354,0.31294683,0.32745007,0.32877928,0.31786576,0.29652855,0.26743877
-0.042637262,-0.05682357,-0.07106285,-0.08463129,-0.09673584,-0.10652247,-0.11317655,-0.11602101,-0.11457671,-0.10862988,-0.098296635,-0.08409016,-0.06695024,-0.048134293,-0.028995022,-0.01079699,0.005430621,0.019024968,0.02982683,0.038177982,0.0446374,0.049648784,0.053429406,0.056045912,0.057508457,0.057744354,0.056557197,0.053772084,0.0494917,0.044177346
-0.03218211,-0.04230515,-0.053273853,-0.064532205,-0.0754138,-0.08530826,-0.093692616,-0.100060456,-0.103950985,-0.10501997,-0.10307563,-0.098066695,-0.089992955,-0.07887017,-0.064869516,-0.048465267,-0.030436646,-0.011745707,0.006601065,0.023643658,0.038576424,0.05090131,0.060493737,0.06746295,0.07190296,0.07380741,0.073214136,0.070346005,0.06557953,0.05934645
0.041904736,0.04494391,0.047246844,0.048776507,0.049522217,0.0494528,0.048455417,0.046306092,0.04266512,0.037196178,0.029758818,0.020452054,0.009537734,-0.002564274,-0.015203216,-0.027531186,-0.038689155,-0.047989953,-0.05499593,-0.059515268,-0.061574306,-0.061392043,-0.05932634,-0.055783484,-0.051156554,-0.045835424,-0.040241055,-0.034800045,-0.02983045,-0.025437327
0.119268864,0.14033754,0.16126348,0.18072592,0.1973988,0.20982158,0.21631126,0.21507831,0.20449738,0.18342058,0.15147229,0.10923074,0.05825804,0.001024124,-0.05920233,-0.1185427,-0.1729216,-0.21869595,-0.25323167,-0.27521178,-0.2846598,-0.28269458,-0.27110222,-0.25198433,-0.22754441,-0.1999176,-0.17099215,-0.14231135,-0.11504365,-0.09000225
0.07611082,0.082738034,0.08776487,0.09073969,0.09124917,0.088855505,0.083004676,0.07304969,0.05844359,0.03900061,0.01508494,-0.012409139,-0.04216053,-0.07243164,-0.10114415,-0.12615827,-0.14561997,-0.15825799,-0.16357014,-0.16182818,-0.1539255,-0.14115119,-0.12494836,-0.10676521,-0.0879955,-0.06990042,-0.053465072,-0.03930335,-0.02767935,-0.018547146
0.014754006,0.014370036,0.013419246,0.012173151,0.01089501,0.009873453,0.009289488,0.009090841,0.009021694,0.008770916,0.008154017,0.007110887,0.005557491,0.003383984,0.000569704,-0.002763886,-0.006353433,-0.009824848,-0.012782195,-0.014952953,-0.016247736,-0.016697327,-0.016441902,-0.015758114,-0.014948051,-0.014188787,-0.013565306,-0.013144479,-0.012913677,-0.012765544
0.034881357,0.040772907,0.046366338,0.051610336,0.056577258,0.061448272,0.06638855,0.07124446,0.07532907,0.07768746,0.07756507,0.07457262,0.068563595,0.059426554,0.047122955,0.032032847,0.015123826,-0.002301287,-0.018979032,-0.033893317,-0.046311375,-0.05578765,-0.06222171,-0.06584602,-0.067005925,-0.06599265,-0.063075885,-0.058512643,-0.052605726,-0.045855362
0.08201432,0.092878126,0.103022955,0.112118214,0.12000569,0.12670997,0.13221359,0.13613275,0.1376098,0.13552633,0.1288717,0.117045015,0.099930346,0.077816986,0.05137461,0.02170541,-0.009624921,-0.040708687,-0.069524184,-0.09420487,-0.11339058,-0.12649353,-0.13367572,-0.13564347,-0.13335833,-0.12771805,-0.11940142,-0.10895769,-0.09696816,-0.084173165
0.093847975,0.10951097,0.12530449,0.1403997,0.15403719,0.16567682,0.17482091,0.18083355,0.18295988,0.1804824,0.17288932,0.15986843,0.14122646,0.11695516,0.08748116,0.053831674,0.017571772,-0.019394001,-0.055106215,-0.08786008,-0.11631481,-0.13939121,-0.15616211,-0.16594473,-0.16849941,-0.16427116,-0.15450819,-0.14096835,-0.12540884,-0.109266296
0.02736445,0.030857107,0.03407328,0.036735322,0.038794715,0.04018986,0.04077607,0.04033115,0.03852685,0.03510467,0.030131847,0.024021856,0.017365228,0.010669772,0.004159558,-0.002188501,-0.008392734,-0.014370658,-0.02014904,-0.025815578,-0.031151736,-0.035515573,-0.038130794,-0.038627055,-0.037315115,-0.03480894,-0.03166754,-0.02847782,-0.025721429,-0.023423722
0.017539289,0.021809768,0.02733118,0.033938926,0.041028395,0.048013665,0.054618105,0.06077561,0.06635432,0.07096536,0.073971204,0.07464488,0.072395705,0.06694257,0.05832108,0.046821434,0.032973103,0.017536681,0.001507502,-0.013996839,-0.028026016,-0.039994635,-0.049592353,-0.05658861,-0.060822554,-0.06229705,-0.061197605,-0.057913072,-0.05299139,-0.046994023
0.19748075,0.2261786,0.25241473,0.27490857,0.29260728,0.30451712,0.30960846,0.3068605,0.29533795,0.27424467,0.24303403,0.20167798,0.15101743,0.092924125,0.030154258,-0.033947386,-0.09578596,-0.15202153,-0.20012975,-0.23865707,-0.26709035,-0.28558132,-0.2947118,-0.29525796,-0.28801385,-0.27378565,-0.25350273,-0.22833435,-0.19977187,-0.16954519
0.10592866,0.12058478,0.13375981,0.14465614,0.1524285,0.15627822,0.1555587,0.14982274,0.13878572,0.12229755,0.100441605,0.073679715,0.042924084,0.00956599,-0.024522284,-0.057197478,-0.08647851,-0.11091795,-0.12974766,-0.14285421,-0.15063238,-0.15374243,-0.1528899,-0.14873677,-0.14183123,-0.13248235,-0.12082454,-0.10717121,-0.09224301,-0.077031255
-0.04888418,-0.060903806,-0.074122846,-0.088309154,-0.10298585,-0.11771071,-0.1323471,-0.14698897,-0.16165368,-0.17607242,-0.18962257,-0.20118636,-0.20910591,-0.21142039,-0.20619196,-0.19183727,-0.16754851,-0.13364796,-0.09166876,-0.04411242,0.005955759,0.055220995,0.10034244,0.13830057,0.16685309,0.18483005,0.1921238,0.18947032,0.17825632,0.16042008
-0.11982428,-0.14406455,-0.16835488,-0.19201088,-0.21434739,-0.23474422,-0.252734,-0.268048,-0.28052792,-0.28984565,-0.29521042,-0.2953017,-0.28847888,-0.27313042,-0.24799018,-0.21245363,-0.16688344,-0.11271256,-0.052321535,0.01115134,0.07408573,0.13285929,0.1843097,0.22590071,0.25581613,0.27310625,0.27770415,0.27039543,0.25288224,0.22773467
-0.029601559,-0.037902895,-0.047264226,-0.05775913,-0.0695582,-0.082935534,-0.09814829,-0.11528997,-0.13416393,-0.15419619,-0.17434977,-0.19302197,-0.20807737,-0.21711825,-0.21786326,-0.2085732,-0.18848194,-0.15803018,-0.118839175,-0.073510304,-0.025290467,0.022401812,0.06645393,0.10433969,0.13420634,0.15490839,0.16599996,0.16770312,0.16094367,0.14743046
0.01560571,0.02036014,0.02456437,0.027744846,0.02937223,0.028900007,0.025926005,0.0203293,0.012286174,0.002192141,-0.009395768,-0.021664195,-0.033419494,-0.043193955,-0.049524654,-0.051247,-0.04777408,-0.039265484,-0.026608182,-0.011302936,0.004722811,0.019435164,0.031098774,0.038585808,0.041478515,0.04000854,0.034873508,0.027035018,0.01761378,0.007780831
-0.029486127,-0.039437313,-0.050460774,-0.062292334,-0.07472808,-0.087834306,-0.1019816,-0.117677726,-0.13527736,-0.15464309,-0.17492132,-0.19453737,-0.21144745,-0.22346091,-0.22847849,-0.22476463,-0.21130995,-0.18804468,-0.15579976,-0.116164684,-0.0713917,-0.024279132,0.022073958,0.06461587,0.1006927,0.12835538,0.14655031,0.15515567,0.15489158,0.14723554
-0.017628744,-0.025115812,-0.03249868,-0.039608937,-0.04631828,-0.05261064,-0.058713697,-0.06513891,-0.07253192,-0.08136726,-0.09165719,-0.10286136,-0.1139775,-0.123723775,-0.13077676,-0.13400248,-0.1325963,-0.12610479,-0.11443726,-0.09793271,-0.07737898,-0.05395741,-0.029190714,-0.004855262,0.017283129,0.035797633,0.049787253,0.058912683,0.06338318,0.06389441
-0.10005436,-0.1201557,-0.13886361,-0.15462479,-0.16596705,-0.17167826,-0.17097647,-0.1635469,-0.14951986,-0.12947775,-0.10441697,-0.07561971,-0.044537313,-0.012764919,0.018006409,0.046170384,0.07045005,0.09012632,0.1051548,0.116010964,0.12336648,0.12783639,0.12986995,0.1297033,0.12737857,0.12286804,0.11621435,0.107573345,0.097245164,0.08574161
-0.16927578,-0.20483784,-0.24058184,-0.27510712,-0.30720034,-0.33587793,-0.36037233,-0.3800217,-0.39410606,-0.4016331,-0.40116403,-0.39087075,-0.36886278,-0.33370325,-0.2849147,-0.22325948,-0.1507869,-0.07067957,0.013072006,0.09607511,0.17395006,0.24274644,0.2992774,0.3412369,0.3672061,0.3767706,0.37069514,0.35095304,0.32057244,0.28331313
